;,ENVI Out,put,of RO,Is (5.5.1),[Tue Nov 05,11:47:24 20,19],,,
,394,414,164,772347.67,2049950,18.522562,-72.420342,78,101,122
,395,415,164,772347.75,2049950,18.522562,-72.420341,77,100,122
,396,416,164,772347.83,2049950,18.522562,-72.42034,76,97,122
,397,417,164,772347.91,2049950,18.522562,-72.420339,76,99,121
,398,418,164,772347.99,2049950,18.522562,-72.420339,77,100,123
,399,419,164,772348.07,2049950,18.522562,-72.420338,77,101,125
,400,420,164,772348.15,2049950,18.522562,-72.420337,77,102,129
,401,421,164,772348.23,2049950,18.522562,-72.420336,77,102,129
,402,422,164,772348.31,2049950,18.522562,-72.420336,77,102,129
,403,423,164,772348.39,2049950,18.522562,-72.420335,77,102,129
,404,424,164,772348.47,2049950,18.522562,-72.420334,77,102,130
,405,425,164,772348.55,2049950,18.522562,-72.420333,77,103,132
,406,426,164,772348.63,2049950,18.522562,-72.420333,78,105,133
,407,427,164,772348.71,2049950,18.522562,-72.420332,79,107,133
,408,428,164,772348.79,2049950,18.522562,-72.420331,80,108,132
,409,429,164,772348.87,2049950,18.522562,-72.42033,80,107,132
,410,430,164,772348.95,2049950,18.522562,-72.420329,80,107,134
,411,431,164,772349.03,2049950,18.522562,-72.420329,80,107,135
,412,432,164,772349.12,2049950,18.522562,-72.420328,80,107,137
,413,433,164,772349.2,2049950,18.522562,-72.420327,80,105,137
,414,434,164,772349.28,2049950,18.522562,-72.420326,80,107,138
,415,435,164,772349.36,2049950,18.522562,-72.420326,81,110,138
,416,436,164,772349.44,2049950,18.522562,-72.420325,82,110,138
,417,437,164,772349.52,2049950,18.522562,-72.420324,82,110,138
,418,438,164,772349.6,2049950,18.522562,-72.420323,82,110,137
,419,439,164,772349.68,2049950,18.522562,-72.420323,82,108,133
,420,440,164,772349.76,2049950,18.522562,-72.420322,81,106,130
,421,441,164,772349.84,2049950,18.522562,-72.420321,80,103,124
,422,442,164,772349.92,2049950,18.522562,-72.42032,80,98,118
,423,443,164,772350,2049950,18.522562,-72.42032,79,95,111
,424,444,164,772350.08,2049950,18.522562,-72.420319,77,91,107
,425,445,164,772350.16,2049950,18.522562,-72.420318,76,87,105
,426,446,164,772350.24,2049950,18.522562,-72.420317,76,89,104
,427,447,164,772350.32,2049950,18.522562,-72.420317,76,92,105
,428,409,165,772347.27,2049949.92,18.522562,-72.420345,76,99,120
,429,410,165,772347.35,2049949.92,18.522562,-72.420345,75,101,121
,430,411,165,772347.43,2049949.92,18.522562,-72.420344,76,100,122
,431,412,165,772347.51,2049949.92,18.522562,-72.420343,77,98,122
,432,413,165,772347.59,2049949.92,18.522562,-72.420342,78,97,121
,433,414,165,772347.67,2049949.92,18.522562,-72.420342,77,99,121
,434,415,165,772347.75,2049949.92,18.522562,-72.420341,76,99,121
,435,416,165,772347.83,2049949.92,18.522562,-72.42034,76,97,121
,436,417,165,772347.91,2049949.92,18.522562,-72.420339,76,98,122
,437,418,165,772347.99,2049949.92,18.522562,-72.420339,77,99,123
,438,419,165,772348.07,2049949.92,18.522562,-72.420338,77,100,125
,439,420,165,772348.15,2049949.92,18.522562,-72.420337,77,101,127
,440,421,165,772348.23,2049949.92,18.522561,-72.420336,76,102,127
,441,422,165,772348.31,2049949.92,18.522561,-72.420336,76,101,127
,442,423,165,772348.39,2049949.92,18.522561,-72.420335,76,101,128
,443,424,165,772348.47,2049949.92,18.522561,-72.420334,76,102,129
,444,425,165,772348.55,2049949.92,18.522561,-72.420333,76,102,131
,445,426,165,772348.63,2049949.92,18.522561,-72.420333,77,104,132
,446,427,165,772348.71,2049949.92,18.522561,-72.420332,78,104,132
,447,428,165,772348.79,2049949.92,18.522561,-72.420331,79,104,132
,448,429,165,772348.87,2049949.92,18.522561,-72.42033,78,104,132
,449,430,165,772348.95,2049949.92,18.522561,-72.420329,78,104,132
,450,431,165,772349.03,2049949.92,18.522561,-72.420329,78,104,133
,451,432,165,772349.12,2049949.92,18.522561,-72.420328,79,106,134
,452,433,165,772349.2,2049949.92,18.522561,-72.420327,80,106,135
,453,434,165,772349.28,2049949.92,18.522561,-72.420326,80,108,136
,454,435,165,772349.36,2049949.92,18.522561,-72.420326,81,111,138
,455,436,165,772349.44,2049949.92,18.522561,-72.420325,82,111,138
,456,437,165,772349.52,2049949.92,18.522561,-72.420324,83,112,138
,457,438,165,772349.6,2049949.92,18.522561,-72.420323,83,113,138
,458,439,165,772349.68,2049949.92,18.522561,-72.420323,83,111,134
,459,440,165,772349.76,2049949.92,18.522561,-72.420322,83,111,131
,460,441,165,772349.84,2049949.92,18.522561,-72.420321,81,109,126
,461,442,165,772349.92,2049949.92,18.522561,-72.42032,80,101,120
,462,443,165,772350,2049949.92,18.522561,-72.42032,80,98,114
,463,444,165,772350.08,2049949.92,18.522561,-72.420319,79,96,111
,464,445,165,772350.16,2049949.92,18.522561,-72.420318,78,93,110
,465,446,165,772350.24,2049949.92,18.522561,-72.420317,78,95,110
,466,447,165,772350.32,2049949.92,18.522561,-72.420317,78,97,111
,467,410,166,772347.35,2049949.84,18.522561,-72.420345,73,98,120
,468,411,166,772347.43,2049949.84,18.522561,-72.420344,74,98,121
,469,412,166,772347.51,2049949.84,18.522561,-72.420343,76,97,122
,470,413,166,772347.59,2049949.84,18.522561,-72.420342,77,97,123
,471,414,166,772347.67,2049949.84,18.522561,-72.420342,77,99,123
,472,415,166,772347.75,2049949.84,18.522561,-72.420341,76,99,124
,473,416,166,772347.83,2049949.84,18.522561,-72.42034,76,99,124
,474,417,166,772347.91,2049949.84,18.522561,-72.420339,76,99,124
,475,418,166,772347.99,2049949.84,18.522561,-72.420339,77,99,124
,476,419,166,772348.07,2049949.84,18.522561,-72.420338,77,100,125
,477,420,166,772348.15,2049949.84,18.522561,-72.420337,76,101,126
,478,421,166,772348.23,2049949.84,18.522561,-72.420336,75,101,126
,479,422,166,772348.31,2049949.84,18.522561,-72.420336,75,101,126
,480,423,166,772348.39,2049949.84,18.522561,-72.420335,75,101,127
,481,424,166,772348.47,2049949.84,18.522561,-72.420334,75,101,129
,482,425,166,772348.55,2049949.84,18.522561,-72.420333,76,102,130
,483,426,166,772348.63,2049949.84,18.522561,-72.420333,77,102,132
,484,427,166,772348.71,2049949.84,18.522561,-72.420332,77,103,131
,485,428,166,772348.79,2049949.84,18.522561,-72.420331,77,102,131
,486,429,166,772348.87,2049949.84,18.522561,-72.42033,77,102,131
,487,430,166,772348.95,2049949.84,18.522561,-72.420329,77,100,131
,488,431,166,772349.03,2049949.84,18.522561,-72.420329,77,102,132
,489,432,166,772349.12,2049949.84,18.522561,-72.420328,78,104,133
,490,433,166,772349.2,2049949.84,18.522561,-72.420327,79,105,134
,491,434,166,772349.28,2049949.84,18.522561,-72.420326,80,107,135
,492,435,166,772349.36,2049949.84,18.522561,-72.420326,81,109,137
,493,436,166,772349.44,2049949.84,18.522561,-72.420325,82,110,138
,494,437,166,772349.52,2049949.84,18.522561,-72.420324,83,111,139
,495,438,166,772349.6,2049949.84,18.522561,-72.420323,83,113,139
,496,439,166,772349.68,2049949.84,18.522561,-72.420323,83,113,136
,497,440,166,772349.76,2049949.84,18.522561,-72.420322,82,111,132
,498,441,166,772349.84,2049949.84,18.522561,-72.420321,81,107,127
,499,442,166,772349.92,2049949.84,18.522561,-72.42032,80,100,122
,500,443,166,772350,2049949.84,18.522561,-72.42032,79,98,118
,501,444,166,772350.08,2049949.84,18.522561,-72.420319,78,96,115
,502,445,166,772350.16,2049949.84,18.522561,-72.420318,77,95,115
,503,446,166,772350.24,2049949.84,18.522561,-72.420317,78,96,116
,504,447,166,772350.32,2049949.84,18.522561,-72.420317,78,98,117
,505,448,166,772350.4,2049949.84,18.52256,-72.420316,78,100,119
,506,410,167,772347.35,2049949.76,18.52256,-72.420345,75,97,118
,507,411,167,772347.43,2049949.76,18.52256,-72.420344,76,98,121
,508,412,167,772347.51,2049949.76,18.52256,-72.420343,76,98,123
,509,413,167,772347.59,2049949.76,18.52256,-72.420342,77,97,124
,510,414,167,772347.67,2049949.76,18.52256,-72.420342,76,99,126
,511,415,167,772347.75,2049949.76,18.52256,-72.420341,76,100,126
,512,416,167,772347.83,2049949.76,18.52256,-72.42034,76,101,126
,513,417,167,772347.91,2049949.76,18.52256,-72.420339,76,100,126
,514,418,167,772347.99,2049949.76,18.52256,-72.420339,77,99,125
,515,419,167,772348.07,2049949.76,18.52256,-72.420338,76,99,125
,516,420,167,772348.15,2049949.76,18.52256,-72.420337,75,100,124
,517,421,167,772348.23,2049949.76,18.52256,-72.420336,74,100,125
,518,422,167,772348.31,2049949.76,18.52256,-72.420336,74,100,125
,519,423,167,772348.39,2049949.76,18.52256,-72.420335,74,100,126
,520,424,167,772348.47,2049949.76,18.52256,-72.420334,75,100,128
,521,425,167,772348.55,2049949.76,18.52256,-72.420333,76,100,130
,522,426,167,772348.63,2049949.76,18.52256,-72.420333,76,101,131
,523,427,167,772348.71,2049949.76,18.52256,-72.420332,76,101,130
,524,428,167,772348.79,2049949.76,18.52256,-72.420331,76,101,130
,525,429,167,772348.87,2049949.76,18.52256,-72.42033,76,100,130
,526,430,167,772348.95,2049949.76,18.52256,-72.420329,76,98,130
,527,431,167,772349.03,2049949.76,18.52256,-72.420329,77,100,131
,528,432,167,772349.12,2049949.76,18.52256,-72.420328,78,103,131
,529,433,167,772349.2,2049949.76,18.52256,-72.420327,79,104,133
,530,434,167,772349.28,2049949.76,18.52256,-72.420326,81,105,134
,531,435,167,772349.36,2049949.76,18.52256,-72.420326,82,108,136
,532,436,167,772349.44,2049949.76,18.52256,-72.420325,83,109,138
,533,437,167,772349.52,2049949.76,18.52256,-72.420324,83,111,139
,534,438,167,772349.6,2049949.76,18.52256,-72.420323,83,113,139
,535,439,167,772349.68,2049949.76,18.52256,-72.420323,83,113,136
,536,440,167,772349.76,2049949.76,18.52256,-72.420322,82,111,133
,537,441,167,772349.84,2049949.76,18.52256,-72.420321,80,107,129
,538,442,167,772349.92,2049949.76,18.52256,-72.42032,79,101,124
,539,443,167,772350,2049949.76,18.52256,-72.42032,78,100,119
,540,444,167,772350.08,2049949.76,18.52256,-72.420319,77,98,117
,541,445,167,772350.16,2049949.76,18.52256,-72.420318,76,96,117
,542,446,167,772350.24,2049949.76,18.52256,-72.420317,77,96,117
,543,447,167,772350.32,2049949.76,18.52256,-72.420317,78,98,118
,544,448,167,772350.4,2049949.76,18.52256,-72.420316,79,101,120
,545,410,168,772347.35,2049949.68,18.522559,-72.420345,78,99,117
,546,411,168,772347.43,2049949.68,18.522559,-72.420344,78,101,120
,547,412,168,772347.51,2049949.68,18.522559,-72.420343,77,100,122
,548,413,168,772347.59,2049949.68,18.522559,-72.420342,76,99,123
,549,414,168,772347.67,2049949.68,18.522559,-72.420342,76,101,125
,550,415,168,772347.75,2049949.68,18.522559,-72.420341,76,101,125
,551,416,168,772347.83,2049949.68,18.522559,-72.42034,76,101,124
,552,417,168,772347.91,2049949.68,18.522559,-72.420339,76,101,124
,553,418,168,772347.99,2049949.68,18.522559,-72.420339,76,100,124
,554,419,168,772348.07,2049949.68,18.522559,-72.420338,76,100,124
,555,420,168,772348.15,2049949.68,18.522559,-72.420337,75,100,124
,556,421,168,772348.23,2049949.68,18.522559,-72.420336,73,100,124
,557,422,168,772348.31,2049949.68,18.522559,-72.420336,73,99,124
,558,423,168,772348.39,2049949.68,18.522559,-72.420335,74,100,124
,559,424,168,772348.47,2049949.68,18.522559,-72.420334,75,99,125
,560,425,168,772348.55,2049949.68,18.522559,-72.420333,75,100,126
,561,426,168,772348.63,2049949.68,18.522559,-72.420333,75,100,127
,562,427,168,772348.71,2049949.68,18.522559,-72.420332,76,100,128
,563,428,168,772348.79,2049949.68,18.522559,-72.420331,76,100,129
,564,429,168,772348.87,2049949.68,18.522559,-72.42033,75,101,129
,565,430,168,772348.95,2049949.68,18.522559,-72.42033,75,100,130
,566,431,168,772349.03,2049949.68,18.522559,-72.420329,76,102,130
,567,432,168,772349.12,2049949.68,18.522559,-72.420328,78,104,132
,568,433,168,772349.2,2049949.68,18.522559,-72.420327,80,103,133
,569,434,168,772349.28,2049949.68,18.522559,-72.420326,81,105,135
,570,435,168,772349.36,2049949.68,18.522559,-72.420326,82,107,136
,571,436,168,772349.44,2049949.68,18.522559,-72.420325,83,109,137
,572,437,168,772349.52,2049949.68,18.522559,-72.420324,83,112,138
,573,438,168,772349.6,2049949.68,18.522559,-72.420323,83,113,138
,574,439,168,772349.68,2049949.68,18.522559,-72.420323,83,112,135
,575,440,168,772349.76,2049949.68,18.522559,-72.420322,82,111,133
,576,441,168,772349.84,2049949.68,18.522559,-72.420321,80,109,130
,577,442,168,772349.92,2049949.68,18.522559,-72.42032,78,105,124
,578,443,168,772350,2049949.68,18.522559,-72.42032,77,102,120
,579,444,168,772350.08,2049949.68,18.522559,-72.420319,76,99,117
,580,445,168,772350.16,2049949.68,18.522559,-72.420318,75,96,116
,581,446,168,772350.24,2049949.68,18.522559,-72.420317,77,96,115
,582,447,168,772350.32,2049949.68,18.522559,-72.420317,78,98,117
,583,448,168,772350.4,2049949.68,18.522559,-72.420316,79,101,120
,584,411,169,772347.43,2049949.6,18.522559,-72.420344,79,102,119
,585,412,169,772347.51,2049949.6,18.522559,-72.420343,77,101,120
,586,413,169,772347.59,2049949.6,18.522559,-72.420342,76,99,121
,587,414,169,772347.67,2049949.6,18.522559,-72.420342,76,101,122
,588,415,169,772347.75,2049949.6,18.522559,-72.420341,76,100,122
,589,416,169,772347.83,2049949.6,18.522559,-72.42034,76,99,122
,590,417,169,772347.91,2049949.6,18.522559,-72.420339,76,101,122
,591,418,169,772347.99,2049949.6,18.522559,-72.420339,76,100,122
,592,419,169,772348.07,2049949.6,18.522559,-72.420338,75,99,122
,593,420,169,772348.15,2049949.6,18.522559,-72.420337,74,99,123
,594,421,169,772348.23,2049949.6,18.522559,-72.420336,73,98,122
,595,422,169,772348.31,2049949.6,18.522559,-72.420336,73,98,122
,596,423,169,772348.39,2049949.6,18.522559,-72.420335,73,98,122
,597,424,169,772348.47,2049949.6,18.522559,-72.420334,74,98,122
,598,425,169,772348.55,2049949.6,18.522559,-72.420333,74,98,123
,599,426,169,772348.63,2049949.6,18.522559,-72.420333,75,98,124
,600,427,169,772348.71,2049949.6,18.522559,-72.420332,76,98,126
,601,428,169,772348.79,2049949.6,18.522559,-72.420331,76,98,127
,602,429,169,772348.87,2049949.6,18.522559,-72.42033,76,100,129
,603,430,169,772348.95,2049949.6,18.522559,-72.42033,76,99,130
,604,431,169,772349.03,2049949.6,18.522558,-72.420329,76,100,131
,605,432,169,772349.12,2049949.6,18.522558,-72.420328,77,101,132
,606,433,169,772349.2,2049949.6,18.522558,-72.420327,79,101,133
,607,434,169,772349.28,2049949.6,18.522558,-72.420326,80,103,135
,608,435,169,772349.36,2049949.6,18.522558,-72.420326,82,106,136
,609,436,169,772349.44,2049949.6,18.522558,-72.420325,83,108,136
,610,437,169,772349.52,2049949.6,18.522558,-72.420324,83,110,137
,611,438,169,772349.6,2049949.6,18.522558,-72.420323,83,112,137
,612,439,169,772349.68,2049949.6,18.522558,-72.420323,82,113,135
,613,440,169,772349.76,2049949.6,18.522558,-72.420322,80,111,134
,614,441,169,772349.84,2049949.6,18.522558,-72.420321,78,109,130
,615,442,169,772349.92,2049949.6,18.522558,-72.42032,76,107,125
,616,443,169,772350,2049949.6,18.522558,-72.42032,75,102,120
,617,444,169,772350.08,2049949.6,18.522558,-72.420319,74,98,117
,618,445,169,772350.16,2049949.6,18.522558,-72.420318,74,95,116
,619,446,169,772350.24,2049949.6,18.522558,-72.420317,76,96,115
,620,447,169,772350.32,2049949.6,18.522558,-72.420317,77,99,117
,621,448,169,772350.4,2049949.6,18.522558,-72.420316,77,101,121
,622,411,170,772347.43,2049949.52,18.522558,-72.420344,78,99,118
,623,412,170,772347.51,2049949.52,18.522558,-72.420343,77,97,119
,624,413,170,772347.59,2049949.52,18.522558,-72.420342,76,96,119
,625,414,170,772347.67,2049949.52,18.522558,-72.420342,75,98,120
,626,415,170,772347.75,2049949.52,18.522558,-72.420341,75,97,120
,627,416,170,772347.83,2049949.52,18.522558,-72.42034,75,97,120
,628,417,170,772347.91,2049949.52,18.522558,-72.420339,75,99,121
,629,418,170,772347.99,2049949.52,18.522558,-72.420339,75,98,121
,630,419,170,772348.07,2049949.52,18.522558,-72.420338,74,97,121
,631,420,170,772348.15,2049949.52,18.522558,-72.420337,73,97,122
,632,421,170,772348.23,2049949.52,18.522558,-72.420336,73,96,121
,633,422,170,772348.31,2049949.52,18.522558,-72.420336,72,95,120
,634,423,170,772348.39,2049949.52,18.522558,-72.420335,72,96,120
,635,424,170,772348.47,2049949.52,18.522558,-72.420334,72,96,121
,636,425,170,772348.55,2049949.52,18.522558,-72.420333,73,96,121
,637,426,170,772348.63,2049949.52,18.522558,-72.420333,75,97,123
,638,427,170,772348.71,2049949.52,18.522558,-72.420332,77,96,124
,639,428,170,772348.79,2049949.52,18.522558,-72.420331,77,98,126
,640,429,170,772348.87,2049949.52,18.522558,-72.42033,77,99,128
,641,430,170,772348.95,2049949.52,18.522558,-72.42033,76,99,129
,642,431,170,772349.03,2049949.52,18.522558,-72.420329,76,100,131
,643,432,170,772349.12,2049949.52,18.522558,-72.420328,77,101,132
,644,433,170,772349.2,2049949.52,18.522558,-72.420327,78,100,133
,645,434,170,772349.28,2049949.52,18.522558,-72.420326,79,104,134
,646,435,170,772349.36,2049949.52,18.522558,-72.420326,81,107,135
,647,436,170,772349.44,2049949.52,18.522558,-72.420325,83,108,135
,648,437,170,772349.52,2049949.52,18.522558,-72.420324,83,110,135
,649,438,170,772349.6,2049949.52,18.522558,-72.420323,82,111,134
,650,439,170,772349.68,2049949.52,18.522558,-72.420323,82,112,133
,651,440,170,772349.76,2049949.52,18.522558,-72.420322,79,112,131
,652,441,170,772349.84,2049949.52,18.522558,-72.420321,76,109,127
,653,442,170,772349.92,2049949.52,18.522558,-72.42032,74,104,122
,654,443,170,772350,2049949.52,18.522558,-72.42032,73,99,118
,655,444,170,772350.08,2049949.52,18.522558,-72.420319,73,96,115
,656,445,170,772350.16,2049949.52,18.522558,-72.420318,73,93,114
,657,446,170,772350.24,2049949.52,18.522558,-72.420317,74,95,113
,658,447,170,772350.32,2049949.52,18.522558,-72.420317,75,96,116
,659,448,170,772350.4,2049949.52,18.522558,-72.420316,76,98,120
,660,449,170,772350.48,2049949.52,18.522558,-72.420315,74,99,124
,661,411,171,772347.43,2049949.44,18.522557,-72.420344,78,99,118
,662,412,171,772347.51,2049949.44,18.522557,-72.420343,77,97,119
,663,413,171,772347.59,2049949.44,18.522557,-72.420342,75,97,119
,664,414,171,772347.67,2049949.44,18.522557,-72.420342,75,99,119
,665,415,171,772347.75,2049949.44,18.522557,-72.420341,74,98,120
,666,416,171,772347.83,2049949.44,18.522557,-72.42034,74,98,120
,667,417,171,772347.91,2049949.44,18.522557,-72.420339,74,99,120
,668,418,171,772347.99,2049949.44,18.522557,-72.420339,74,98,121
,669,419,171,772348.07,2049949.44,18.522557,-72.420338,73,97,121
,670,420,171,772348.15,2049949.44,18.522557,-72.420337,73,97,121
,671,421,171,772348.23,2049949.44,18.522557,-72.420336,73,95,120
,672,422,171,772348.31,2049949.44,18.522557,-72.420336,72,95,120
,673,423,171,772348.39,2049949.44,18.522557,-72.420335,71,94,120
,674,424,171,772348.47,2049949.44,18.522557,-72.420334,70,95,121
,675,425,171,772348.55,2049949.44,18.522557,-72.420333,72,96,121
,676,426,171,772348.63,2049949.44,18.522557,-72.420333,75,97,123
,677,427,171,772348.71,2049949.44,18.522557,-72.420332,78,97,124
,678,428,171,772348.79,2049949.44,18.522557,-72.420331,78,100,126
,679,429,171,772348.87,2049949.44,18.522557,-72.42033,77,101,128
,680,430,171,772348.95,2049949.44,18.522557,-72.42033,76,100,129
